bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,96,1.240106726,0.802075992,1.067500993,0.01116844,0.030952553,1.02221461,2.503567877,1.761334447
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,97,0.699711635,1.38912104,1.076269014,0.011755589,0.033926817,1.58958377,2.201265233,1.555775178
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,98,0.927344778,1.042546634,1.315795555,0.011445946,0.035772473,1.336486894,2.406288862,0.672349299
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,99,0.608950178,0.896057085,1.318328071,0.007382755,0.027073075,1.336486894,2.296007586,1.013799433
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,100,0.693280665,1.349503917,1.364336834,0.007382755,0.026334445,1.786560624,2.497018188,1.279640544
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,101,0.784201214,1.026714639,1.37352176,0.007382755,0.033880936,1.541202787,2.425005356,0.723281354
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,102,0.947273743,0.794198256,2.170649832,0.007442511,0.032167641,1.287028403,1.601267683,0.710495554
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,103,0.436528769,0.875297254,2.398515735,0.008634099,0.036025145,1.572179057,1.495246298,1.088393675
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,104,0.851449331,1.583561361,2.476931984,0.008701384,0.038258688,1.034916463,2.505022889,0.931117147
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,105,0.900624978,0.924686672,2.591533205,0.008379515,0.027332939,0.955253183,2.718022067,0.85241778
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,106,0.608829712,1.061819082,2.55825491,0.008774583,0.024369806,2.103784032,2.746138503,1.059214214
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,107,0.631828284,1.096995047,2.567432743,0.008734182,0.023535003,2.304224015,2.584628722,1.186749145
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,108,0.742674282,1.101218606,2.560388588,0.010088707,0.023171311,1.358857847,2.637044691,0.937884973
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,109,0.875725645,1.923948262,2.58809329,0.008868444,0.024343439,2.326442149,2.555960398,1.175767241
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,110,0.655368563,0.599409795,2.523538643,0.008726446,0.026460963,2.326442149,2.602322347,0.63656024
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,111,0.602873655,0.73188657,2.62668071,0.008843032,0.023944595,2.326442149,2.656953591,0.625115097
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,112,0.831927053,0.420566686,2.60607533,0.008711361,0.022972748,2.881572773,2.651256129,0.960296903
